Identifier A,Identifier B,Species A,Species B,Positive interaction
B4F7V1,A0A1D6EPY4,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6ER50,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6FGH3,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6GD30,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6GUA9,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6HE47,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6HLK8,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6HVY7,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6I7F9,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6IAM9,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6ICV6,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6JZV9,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6KTL0,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6LY51,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6LYR0,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6NC50,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6NDJ2,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6PV12,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6PXT6,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6PYG7,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6Q1I5,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1D6QDR4,Zea mays (Maize),Zea mays (Maize),1
B4F7V1,A0A1R3MKD7,Zea mays (Maize),Zea mays (Maize),1
B4F7V3,A0A1D6N9K0,Zea mays (Maize),Zea mays (Maize),1
B4F7V3,A0A1D6MM59,Zea mays (Maize),Zea mays (Maize),1
B4F7V3,A0A1D6GD30,Zea mays (Maize),Zea mays (Maize),1
B4F7V3,A0A1D6JH51,Zea mays (Maize),Zea mays (Maize),1
B4F7V3,A0A1D6L672,Zea mays (Maize),Zea mays (Maize),1
B4F7V3,A0A1D6MCV6,Zea mays (Maize),Zea mays (Maize),1
B4F7V5,A0A1D6F1J0,Zea mays (Maize),Zea mays (Maize),1
B4F7V5,A0A1D6F2S1,Zea mays (Maize),Zea mays (Maize),1
B4F7V9,B4F7V9,Zea mays (Maize),Zea mays (Maize),1
B4F7V9,A0A1D6M2S2,Zea mays (Maize),Zea mays (Maize),1
B4F7V9,A0A1D6NE01,Zea mays (Maize),Zea mays (Maize),1
B4F7W2,A0A1D6J825,Zea mays (Maize),Zea mays (Maize),1
B4F7X8,A0A1D6ENE6,Zea mays (Maize),Zea mays (Maize),1
B4F7Y3,A0A1D6M449,Zea mays (Maize),Zea mays (Maize),1
B4F7Y3,A0A1D6HCG5,Zea mays (Maize),Zea mays (Maize),1
B4F7Y3,A0A1D6IMK7,Zea mays (Maize),Zea mays (Maize),1
B4F7Y3,A0A1D6MTT5,Zea mays (Maize),Zea mays (Maize),1
B4F7Y3,A0A1D6PZK1,Zea mays (Maize),Zea mays (Maize),1
B4F7Y3,A0A1Q0ZG94,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6L245,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6HPY6,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6Q5G1,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6LSQ7,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A096T3A1,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6HUY7,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6E9T3,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6EXE2,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6F299,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6F9Y1,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6FHK3,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6FLE3,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6FN77,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6FUI1,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6GGE6,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6GI41,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6HIK9,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6HK98,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6HRN6,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6I4G0,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6IBV3,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6J480,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6JJP2,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6JQ48,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6K9Z1,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6KPJ2,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6KQP9,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6L1X4,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6LMV0,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6MCI3,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6MDB5,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6N7K8,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A1D6NA50,Zea mays (Maize),Zea mays (Maize),1
B4F7Y5,A0A060D4M4,Zea mays (Maize),Zea mays (Maize),1
B4F7Z0,A0A1D6IAB6,Zea mays (Maize),Zea mays (Maize),1
B4F7Z7,A0A1D6KF74,Zea mays (Maize),Zea mays (Maize),1
B4F7Z7,A0A1D6KFV0,Zea mays (Maize),Zea mays (Maize),1
B4F7Z7,A0A1D6N949,Zea mays (Maize),Zea mays (Maize),1
B4F7Z7,A0A1D6NMB1,Zea mays (Maize),Zea mays (Maize),1
B4F7Z7,A0A1D6PTR0,Zea mays (Maize),Zea mays (Maize),1
B4F7Z7,A0A1D6PVR4,Zea mays (Maize),Zea mays (Maize),1
B4F810,A0A1D6E930,Zea mays (Maize),Zea mays (Maize),1
B4F810,A0A1D6G9C4,Zea mays (Maize),Zea mays (Maize),1
B4F810,A0A1D6JXL2,Zea mays (Maize),Zea mays (Maize),1
B4F810,A0A1D6LAM6,Zea mays (Maize),Zea mays (Maize),1
B4F810,A0A1D6LII6,Zea mays (Maize),Zea mays (Maize),1
B4F810,A0A1D6LQ42,Zea mays (Maize),Zea mays (Maize),1
B4F810,A0A1D6P550,Zea mays (Maize),Zea mays (Maize),1
B4F810,A0A1R3PWZ0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6LHI5,A0A1D6L934,Zea mays (Maize),Zea mays (Maize),1
B4FTJ0,B4F989,Zea mays (Maize),Zea mays (Maize),1
B4FTJ0,A0A3L6GBJ0,Zea mays (Maize),Zea mays (Maize),1
B4F822,A0A1D6H7I7,Zea mays (Maize),Zea mays (Maize),1
B4F825,A0A1D6HIK9,Zea mays (Maize),Zea mays (Maize),1
B4F828,A0A1D6ETD0,Zea mays (Maize),Zea mays (Maize),1
B4F828,A0A1D6ICH6,Zea mays (Maize),Zea mays (Maize),1
B4F829,A8QM12,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6IKI0,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6IGX5,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6IHP1,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6FRX1,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6E587,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6N9X0,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6E388,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6EVY8,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6EZW0,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6F098,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6F2F6,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6F562,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6F9F8,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6F9G8,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6FD95,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6FEB4,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6FF13,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6FQE4,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6FTB8,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6FY02,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6G7J0,Zea mays (Maize),Zea mays (Maize),1
B4F829,A0A1D6HHP2,Zea mays (Maize),Zea mays (Maize),1
C0P638,A0A1D6HXR0,Zea mays (Maize),Zea mays (Maize),1
C0P638,A0A1D6J6S7,Zea mays (Maize),Zea mays (Maize),1
C0P638,A0A1D6JAZ1,Zea mays (Maize),Zea mays (Maize),1
C0P638,A0A1D6JPD5,Zea mays (Maize),Zea mays (Maize),1
C0P638,A0A1D6KJN8,Zea mays (Maize),Zea mays (Maize),1
C0P638,A0A1D6KKT1,Zea mays (Maize),Zea mays (Maize),1
C0P638,A0A1D6NMH3,Zea mays (Maize),Zea mays (Maize),1
C0P638,A0A1D6NZK8,Zea mays (Maize),Zea mays (Maize),1
C0P638,A0A1D6PYF2,Zea mays (Maize),Zea mays (Maize),1
C0P638,B6SK48,Zea mays (Maize),Zea mays (Maize),1
C0P638,B6STE2,Zea mays (Maize),Zea mays (Maize),1
C0P638,B8A090,Zea mays (Maize),Zea mays (Maize),1
A0A1D6LZY7,A0A1D6H7H9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6LZY7,A0A1D6HPM6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6LZY7,A0A1D6JXL2,Zea mays (Maize),Zea mays (Maize),1
B4FLV0,B4FB62,Zea mays (Maize),Zea mays (Maize),1
B4FLV0,B4FD74,Zea mays (Maize),Zea mays (Maize),1
B4FLV0,A0A1D6JB30,Zea mays (Maize),Zea mays (Maize),1
B4FLV0,A0A1D6KX11,Zea mays (Maize),Zea mays (Maize),1
B4FLV0,A0A1D6L6F1,Zea mays (Maize),Zea mays (Maize),1
B4FLV7,B4FLA3,Zea mays (Maize),Zea mays (Maize),1
B4FLV7,A0A1D6IDX7,Zea mays (Maize),Zea mays (Maize),1
B4FLV7,A0A1D6GLM0,Zea mays (Maize),Zea mays (Maize),1
B4FLV7,A0A1D6GXC6,Zea mays (Maize),Zea mays (Maize),1
B4FLV7,A0A1D6IKJ1,Zea mays (Maize),Zea mays (Maize),1
B4FLV7,A0A1D6LPV5,Zea mays (Maize),Zea mays (Maize),1
B4FLV7,A0A1D6N4R9,Zea mays (Maize),Zea mays (Maize),1
B4FLV7,A0A1D6NG29,Zea mays (Maize),Zea mays (Maize),1
B4FLV7,A4L9Q6,Zea mays (Maize),Zea mays (Maize),1
K7TR27,B4F8R6,Zea mays (Maize),Zea mays (Maize),1
K7TR27,B6SJ08,Zea mays (Maize),Zea mays (Maize),1
K7TR27,B4FNH5,Zea mays (Maize),Zea mays (Maize),1
K7TR27,A0A1D6GJ33,Zea mays (Maize),Zea mays (Maize),1
K7TR27,B4FZZ2,Zea mays (Maize),Zea mays (Maize),1
K7TR27,B8A3M0,Zea mays (Maize),Zea mays (Maize),1
K7TR27,A0A1D6GK82,Zea mays (Maize),Zea mays (Maize),1
K7TR27,A0A1D6H7I0,Zea mays (Maize),Zea mays (Maize),1
K7TR27,A0A1D6HZ94,Zea mays (Maize),Zea mays (Maize),1
K7TR27,A0A1D6PC01,Zea mays (Maize),Zea mays (Maize),1
K7TR27,A0A1D6Q4Y0,Zea mays (Maize),Zea mays (Maize),1
K7TR27,B6T249,Zea mays (Maize),Zea mays (Maize),1
A0A1D6KP33,A0A1D6IKV5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6KP33,A0A1D6F8N6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6KP33,A0A1D6FGA2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6KP33,A0A1D6KMZ9,Zea mays (Maize),Zea mays (Maize),1
C4J0B8,B6TE60,Zea mays (Maize),Zea mays (Maize),1
C4J0B8,C0PFJ8,Zea mays (Maize),Zea mays (Maize),1
C4J0B8,C0PLV0,Zea mays (Maize),Zea mays (Maize),1
C4J0B8,A0A096S8W7,Zea mays (Maize),Zea mays (Maize),1
C4J0B8,A0A1D6EE85,Zea mays (Maize),Zea mays (Maize),1
C4J0B8,A0A1D6LHY7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6N0Y8,A0A1D6L651,Zea mays (Maize),Zea mays (Maize),1
B4FM07,A0A1D6E9M1,Zea mays (Maize),Zea mays (Maize),1
B4FM33,A0A1D6NW41,Zea mays (Maize),Zea mays (Maize),1
C0PCQ7,A0A1D6PZ66,Zea mays (Maize),Zea mays (Maize),1
C0PCQ7,B4FLL1,Zea mays (Maize),Zea mays (Maize),1
B4FM45,A0A096UAZ3,Zea mays (Maize),Zea mays (Maize),1
B4FM45,A0A1D6KUQ4,Zea mays (Maize),Zea mays (Maize),1
B4FM45,A0A1D6M261,Zea mays (Maize),Zea mays (Maize),1
B4FM45,A0A1D6ERX5,Zea mays (Maize),Zea mays (Maize),1
B4FM45,A0A1D6G875,Zea mays (Maize),Zea mays (Maize),1
B4FM45,A0A1D6H4C4,Zea mays (Maize),Zea mays (Maize),1
B4FM45,A0A1D6H7I0,Zea mays (Maize),Zea mays (Maize),1
B4FM45,A0A1D6H8X3,Zea mays (Maize),Zea mays (Maize),1
B4FM45,A0A1D6HP35,Zea mays (Maize),Zea mays (Maize),1
B4FM45,A0A1D6HZ94,Zea mays (Maize),Zea mays (Maize),1
B4FM45,A0A1D6QRW1,Zea mays (Maize),Zea mays (Maize),1
B4FM45,B4FE90,Zea mays (Maize),Zea mays (Maize),1
B4FM45,B4FGA5,Zea mays (Maize),Zea mays (Maize),1
B4FCN5,A0A1D6KJN8,Zea mays (Maize),Zea mays (Maize),1
B4FCN5,A0A1D6MW79,Zea mays (Maize),Zea mays (Maize),1
B4FCN5,A0A1Q1AID3,Zea mays (Maize),Zea mays (Maize),1
B4FM63,A0A1D6JP61,Zea mays (Maize),Zea mays (Maize),1
B4FM63,A0A1D6PFP9,Zea mays (Maize),Zea mays (Maize),1
B4FM66,B4FAF4,Zea mays (Maize),Zea mays (Maize),1
B4FM66,A0A1D6MZ39,Zea mays (Maize),Zea mays (Maize),1
B4FM66,A0A1D6IAI4,Zea mays (Maize),Zea mays (Maize),1
B4FM66,A0A1D6J8L6,Zea mays (Maize),Zea mays (Maize),1
B4FM66,A0A1D6JF22,Zea mays (Maize),Zea mays (Maize),1
B4FM66,A0A1D6JH51,Zea mays (Maize),Zea mays (Maize),1
B4FM66,A0A1D6KZ71,Zea mays (Maize),Zea mays (Maize),1
C4JAB8,A0A1D6F304,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6MAS1,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,B4FGL4,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,B4FI53,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6JNY1,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6IP15,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6KTN3,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6EGX8,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6FYU5,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6GT64,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6GWT6,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6GY43,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6J8G9,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6JE22,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6K4N7,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6KFY9,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6LIJ2,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6LPG1,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6MCT0,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6MRZ9,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1D6NRY6,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,A0A1Q0YPG4,Zea mays (Maize),Zea mays (Maize),1
B4FMA5,B4FLL1,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,B4FBC2,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,B4FC17,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,B4F8E1,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6JW41,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6FRT4,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6G3E7,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6GKM6,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6HRJ1,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6HXK1,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6IBT7,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6INM7,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6J0E5,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6KP59,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6LZX0,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6M7B9,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6MEC8,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6PKZ8,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6PM19,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6QA38,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1Q1A986,Zea mays (Maize),Zea mays (Maize),1
B4FMA8,A0A1D6NR86,Zea mays (Maize),Zea mays (Maize),1
B4FGW5,A0A1D6FVN0,Zea mays (Maize),Zea mays (Maize),1
B4FGW5,A0A1D6FPS6,Zea mays (Maize),Zea mays (Maize),1
B4FGW5,A0A1D6KZ57,Zea mays (Maize),Zea mays (Maize),1
B4FGW5,A0A1D6M665,Zea mays (Maize),Zea mays (Maize),1
C4J123,B6UCL0,Zea mays (Maize),Zea mays (Maize),1
C4J123,C0PGA9,Zea mays (Maize),Zea mays (Maize),1
K7TZI8,A0A1D6ISR3,Zea mays (Maize),Zea mays (Maize),1
K7TZI8,A0A1D6K3D9,Zea mays (Maize),Zea mays (Maize),1
B4FMC7,A0A1D6PSY1,Zea mays (Maize),Zea mays (Maize),1
B4FMD1,A0A1D6HKR9,Zea mays (Maize),Zea mays (Maize),1
B4FMD1,A0A1D6M815,Zea mays (Maize),Zea mays (Maize),1
B4FMD1,A0A1D6MSB1,Zea mays (Maize),Zea mays (Maize),1
B4FMD1,A0A1D6PM19,Zea mays (Maize),Zea mays (Maize),1
A0A1D6HXY8,A0A1D6HPT4,Zea mays (Maize),Zea mays (Maize),1
B8A2G2,B4FAM7,Zea mays (Maize),Zea mays (Maize),1
B8A2G2,A0A1D6JTE8,Zea mays (Maize),Zea mays (Maize),1
C0P5T3,B4FMJ5,Zea mays (Maize),Zea mays (Maize),1
C0P5T3,A0A1D6ED46,Zea mays (Maize),Zea mays (Maize),1
C0P5T3,A0A1D6JF74,Zea mays (Maize),Zea mays (Maize),1
C0P5T3,A0A1D6N4F4,Zea mays (Maize),Zea mays (Maize),1
B8XVQ4,A0A1D6G2W8,Zea mays (Maize),Zea mays (Maize),1
B8XVQ4,A0A1D6LBM0,Zea mays (Maize),Zea mays (Maize),1
B8XVQ4,A0A1D6MBN2,Zea mays (Maize),Zea mays (Maize),1
B8XVQ4,A0A1D6QT22,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,B4FBP3,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6E9Y6,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A096T1P3,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6ED25,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6EIK9,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6EN44,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6FP73,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6FYA4,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6G4I8,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6HAW8,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6HJ01,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6HXQ9,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6HZ94,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6J4J1,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6K9A0,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6KH06,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6LJK0,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6LUH4,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6MTK0,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6PU15,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6QAJ9,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,A0A1D6QQF8,Zea mays (Maize),Zea mays (Maize),1
B4FRB9,B4FCB6,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FAZ3,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FD26,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FEL3,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FEN4,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FFF2,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FHG9,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FGL4,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FIX4,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6NCH3,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FNZ8,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FSH1,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FUC2,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FYS7,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B6SIU8,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B6SRG1,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FV52,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FKW0,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A096T7A0,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B6SGC8,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FSL2,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FTP0,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FR90,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B6SI96,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B6SLI1,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4G147,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6HYX4,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6E6C0,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A096RIV3,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6QC37,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4G031,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FD74,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6E1H1,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6EH78,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6EVU3,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6EWI1,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6FBR8,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6FJB0,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6FKZ4,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6FSN7,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6H4F5,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6HMW8,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6HWM2,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6I3A2,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6I813,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6JRQ6,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6JY31,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6K268,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6KLG8,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6KQJ6,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6L3Q8,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6LVT0,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6M5V2,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6N3D5,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6N4R9,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6N6V8,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6P1C1,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6PK18,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6PQ36,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6PYG7,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6QLC9,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1D6QRZ2,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,A0A1R3MB28,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FDE3,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FH44,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FNK3,Zea mays (Maize),Zea mays (Maize),1
B6SUL0,B4FZN4,Zea mays (Maize),Zea mays (Maize),1
